	1	4
1081	leonardo dicaprio in line to play apple co-founder steve jobs in danny boyle  ...	e
1082	anti-tesla laws shouldn't protect car dealers, ftc officials say	t
1083	cottage cheese recall issued by kraft foods after manufacturing mishap	b
1084	'pregnant' mila kunis steps out in comfy blue top and jeans amid marriage rumours	e
1085	supreme court mostly upholds climate change rules	b
1086	aubrey peeples stars in live-action jem and the holograms film, first pictures	e
1087	update 1-german ifo business morale in june hit by ukraine, iraq	b
1088	us stocks retreat while euro gains with pound on economic data	b
1089	facebook allowed researchers to influence users in 2012 study	t
1090	forex-draghi's warnings deflate euro but dollar's rise seen limited	b
1091	'blood moon' lunar eclipse wows skywatchers (photos)	t
1092	fed extends capital plan deadline for four banks until january	b
1093	update 2-alibaba picks new york stock exchange for us ipo	b
1094	uk inflation rate declines to 1.6%, lowest in 4 1/2 years (3)	b
1095	a tablet too late: microsoft's new surface greets a slowing market	t
1096	corrected-china premier li calls for relevant party to step up plane search	b
1097	update 2-coca-cola sales beat estimates as china volumes soar	b
1098	"the final ""x-men: days of future past"" trailer. | fox"	e
1099	interview-target's interim ceo says he does not want job permanently	b
1100	ecb focus-draghi puts euro strength at centre of ecb policy debate	b
1101	global economy weekahead-no sign of major central banks tightening  ...	b
1102	trader speed craze threatens stability, schneiderman says	b
1103	can you tell the difference? world's first robotic broadcasters are so lifelike they  ...	t
1104	update 1-swiss regulator says investigating staff at bnp's geneva unit	b
1105	christie bridge prosecutors ask to delay testimony	b
1106	us stocks-futures flat after six straight days of gains	b
1107	edward snowden: reforms vindicate my classified data leaks	t
1108	michael jackson hologram performs slave to the rhythm... and gets standing  ...	e
1109	ukraine fears drove zew fall, says economist	b
1110	meet pia mia, kanye west's protege that he 'believes could be next rihanna'	e
1111	suntrust to pay nearly $1 billion to settle faulty mortgage allegations	b
1112	update 1-allergan advises shareholders against valeant tender offer	b
1113	china shares gain on urbanisation plans, hong kong falls to 5-week low	b
1114	fed's plosser says 'uncertainty' slowing us recovery	b
1115	update 2-us fbi conducting a probe into herbalife -sources	b
1116	dr. oz grilled in congress, admits weight loss products he touts don't pass  ...	m
1117	us stocks-apple lifts nasdaq; ukraine drags on broader market	b
1118	qualcomm posts higher 2nd-quarter revenue but misses street	b
1119	kendra wilkinson's husband hank baskett 'leaves their los angeles home and  ...	e
1120	iac said to buy more tinder shares at $5 billion valuation	b
1121	watch 15 seconds of miley cyrus covering the beatles	e
1122	euro has first back-to-back weekly losses since november on ecb	b
1123	bob geldof pays emotional tribute to his daughter peaches	e
1124	update 1-bank of england's miles sees strong chance rates will rise before  ...	b
1125	lolo jones ripped on twitter after making fun of rihanna	e
1126	lifetime costs for an obese child total more than a year of college	m
1127	schaeuble says esm ruling vindicates german gov't policies	b
1128	gabriel garcía márquez will live on forever with these words of wisdom	e
1129	samsung profit beats estimates on cheaper galaxy phones	t
1130	fda panel says cubist anti-infective shows efficacy, safety	m
1131	kim kardashian's video game makes the quest for fame seem tedious and  ...	e
1132	adults only, please! baby north didn't accompany kim kardashian and kanye  ...	e
1133	l'oreal settles us claims on anti-aging cosmetics ads	m
1134	update 1-us government: no need for recalled gm cars to be pulled off the road	t
1135	the startling link between dating apps and sti risk	m
1136	ukraine says enough gas in storage to meet needs until december	b
1137	'jersey boys' trailer, or: broadway, clint eastwood style	e
1138	nymex-us crude climbs towards $107 on oil export report	b
1139	puerto rico agency debt slumps on downgrades, restructuring law	b
1140	godzilla director tapped for star wars	e
1141	kate upton got a mustache drawn on her in evil prank	e
1142	health care law changes are challenging the obamacare legacy	b
1143	asia stocks rise, led by utilities, as hong kong rebounds	b
1144	buoyant frieze	e
1145	kim kardashian and kanye west 'can't get married because prenup is still being  ...	e
1146	precious-gold rises on concern over ukraine crisis, chinese growth	b
1147	justin theroux films the leftovers amid reports he and jennifer aniston 'plan to  ...	e
1148	us stocks-wall st rebounds as biotech moves back to positive zone	b
1149	are you more likely to get food poisoning from a restaurant or your own  ...	m
1150	wrapup 3-us producer inflation accelerates in march	b
1151	us air force sees space fence choice soon: lockheed or raytheon	t
1152	bhp studies simplifying assets to focus on iron ore, coal (3)	b
1153	factbox: energy future holdings and largest debtor-in-possession loans	b
1154	kim kardashian covers vogue with kanye west (and the internet almost  ...	e
1155	dollar pauses after fed-led surge	b
1156	s&p 500 rebounds as internet stocks decline; oil, ruble advance	b
1157	chris martin dropped hint about gwyneth paltrow split 14 months ago by naming  ...	e
1158	fed focus-for eventual tightening, fed to signal slow rate rises	b
1159	'start talking. stop hiv.' campaign launched by center for disease control  ...	m
1160	europe stocks rise after fourth quarterly gain with bnp	b
1161	nikkei drops to 2-week low as takeda drags down pharma sector	b
1162	forex-euro steadies, kiwi hits 2-1/2 year high	b
1163	new microsoft ceo nadella impresses wall street, stresses challenges	b
1164	living the dream! rita ora dances around in red kaftan as she spends time on  ...	e
1165	england agrees funding for gilead hepatitis c drug	b
1166	wrapup 1-us economy contracts sharply, consumer spending revised down	b
1167	29 must-see movies at the 2014 tribeca film festival	e
1168	george rr martin releases sneak peek preview chapter from new game of  ...	e
1169	$10 bought you a round trip flight in 1914	b
1170	update 1-softbank ceo: sees new movement, hopes for more discussion after  ...	t
1171	fitch affirms op-pohjola at 'a+; outlook stable	b
1172	asian stocks rise third day on us economic optimism	b
1173	kim kardashian flashes her toned leg in thigh-high split black dress as she steps  ...	e
1174	at&t cfo optimistic as directv-nfl sunday ticket talks proceed	b
1175	world's largest banana company is born	b
1176	net neutrality and the future of the internet	t
1177	gay conversion therapy ban advances in illinois	m
1178	summit will split 'divergent' finale 'allegiant' into two films	e
1179	arizona curb on medicinal abortion takes effect after ruling (1)	m
1180	update 1-ebay rejects icahn board nominees, asks investors to do same	b
1181	china's soybean imports jump in april as demand recovers	b
1182	china hunts down 'zombies' to fix failed auto policies	b
1183	car sales for gm, ford top estimate as winter thaw brings buyers	b
1184	amanda bynes displays healthy bikini body as she celebrates her 28th birthday  ...	e
1185	us stocks snapshot-wall st opens little changed; s&p near record	b
1186	nasa's ladee moon-orbiting space probe smashes into lunar surface	t
1187	pound rises for fifth day as retail-sales jump stokes rates bets	b
1188	forex-euro at 2-month high, tests ecb's resolve on currency	b
1189	baxter to split into two companies by the middle of 2015 (3)	b
1190	what it's like to use amazon's new phone	b
1191	parents pay more attention to phones than kids during meals (study)	m
1192	"gazprom in ""constructive"" south stream talks with eu"	b
1193	update 7-oil sinks on weak china data and as heating season ends	b
1194	the bachelor season 18, episode 10: the women tell all, juan pablo 'loves  ...	e
1195	paul mccartney hospitalized for virus in tokyo	e
1196	now it's the marlboro heatstick: cigarette maker philip morris to sell new  ...	b
1197	one squirrel managed to cause $300k in damages to building	b
1198	us stocks-futures point to flat open after gdp data, citi falls	b
1199	supreme court justices limit existing epa global warming rules	b
1200	7 interviews that helped make barbara walters a legend	e
1201	forex-boj's stance, falling global debt yields support yen	b
1202	alibaba picks new york stock exchange for ipo	b
1203	uk's aa+ grade is affirmed at fitch amid economic growth	b
1204	pamela anderson shares harrowing account of childhood sex abuse	e
1205	forex-dollar steady near 4-month low ahead of yellen's debut	b
1206	rolls-royce and fed's stance lift uk's ftse	b
1207	'spider-man' on-screen heroics tempered at ticket windows (1)	e
1208	the kardashian klan take paris by storm as they enjoy family day out ahead of  ...	e
1209	chariklo asteroid has two rings	t
1210	met gala streaker tackled by police just feet away from red carpet	e
1211	meet once upon a time's latest princess! frozen's elsa unveiled in season finale	e
1212	monte paschi approves increasing size of capital increase to 5 bln euros	b
1213	lena dunham reveals girls has helped her accept her figure... as she turns  ...	e
1214	jpmorgan profit falls 19 pct as trading revenue drops	b
1215	facebook, google sued by french consumer group for data use	t
1216	shire flags existing and new drugs in defence to abbvie	b
1217	beyoncé's not bossy, she's the boss -- and we believe her	e
1218	world cup fever hits the iss: astronauts show off their microgravity football skills  ...	t
1219	water births may be risky, doctors' groups say	m
1220	france secures option to buy alstom stake from bouygues	b
1221	us appeals court lifts stay in argentina bond litigation	b
1222	goldman expansion outside ny leads investors into texas (1)	b
1223	philips mirrors siemens in parting some light operations	b
1224	zac efron attacked in la's skid row	e
1225	freddie mac to pay us treasury $4.5 billion on quarterly profit	b
1226	update 1-india c.bank bars foreign investors from short-term local debt	b
1227	michigan bills attach strings to detroit bankruptcy money	b
1228	james franco poses for selfie with pretty blonde as he signs autographs at stage  ...	e
1229	sick red robin worker may have exposed as many as 5000 people to  ...	m
1230	late (wedding) registration: kim kardashian may wed kanye in secret before  ...	e
1231	tim geithner tried to quit 3 months into treasury secretary stint	b
1232	euro advances amid bets ukraine tension contained; aussie climbs	b
1233	grains-soybean prices drop to 3-mth low, wheat rises for 2nd day	b
1234	godzilla roars to no.1 at aust box office	e
1235	update 2-netflix sees competition down, fees up if comcast, twc combine	t
1236	press digest- british business - may 12	b
1237	robert gates: china, russia are becoming aggressive as they perceive u.s.  ...	b
1238	wrapup 1-calm returns after battle as divided east ukraine city awaits fate	b
1239	wells fargo profit rises 14 pct as costs fall	b
1240	l'wren scott misled mick jagger over secret loan	e
1241	us stocks-futures edge up as investors await earnings onslaught	b
1242	why apple may need beats' music streaming more than trendy headphones	t
1243	studies find 'young blood' reverses effects of aging in mice	m
1244	captain america star chris evans, 32, to quit acting when marvel deal ends	e
1245	lse to buy frank russell to expand play in indexes, etf	b
1246	forex-dollar steady after us jobs data, euro wary of ecb stimulus	b
1247	beyonce & jay z announce on the run tour, dates	e
1248	gm failed to fix defect twice: congress	t
1249	daimler and nissan invest $1.36 bln to develop, build small cars	t
1250	tesla has one of lowest theft rates with just four reported thefts ever	b
1251	kendall jenner flashes her toned midriff amid rumours she is shooting calvin  ...	e
1252	jennifer lawrence knew you were going to think her oscars trip was an act	e
1253	sony considers vaio laptop recall on overheating battery (2)	t
1254	'grease live' dances its way to fox	e
1255	the cost benefit analysis of climate change legislation: future generations  ...	t
1256	forex-dollar pares gains, still higher after strong consumer data	b
1257	these reform groups hate comcast's plans to take over time warner cable	t
1258	update 2-us trade deficit narrows, but not enough to help gdp	b
1259	low euro zone inflation a worry, but no clear deflation risk: ecb	b
1260	us fed proposes rule to limit size of merged banks	b
1261	fitch affirms taiwan's e.sun securities at 'a+(twn)'	b
1262	tax hike hurts japan business mood more than in 1997: boj tankan	b
1263	pound falls most in three months as rally to 4-year high wanes	b
1264	iphones, ipads hacked and held for ransom in australia and new zealand by  ...	t
1265	juniper's revenue tops estimates as carriers increase orders (1)	b
1266	there is no meaningful difference between tea party and 'establishment  ...	t
1267	'solange was the biggest one there': rapper 50 cent jokes beyonce was tough  ...	e
1268	health officials confirm second mers case in u.s.	m
1269	south african buyout firm targets investments in nigerian food	b
1270	bp's lake michigan oil spill: more mess and less transparency from the  ...	b
1271	new york attorney general is investigating high-speed trading: bloomberg	b
1272	george clooney and the myth of the perpetual bachelor	e
1273	us stocks-wall st to open lower after gdp offsets jobs data	b
1274	so who says that glasto is just for the young? dolly parton follows robert plant  ...	e
1275	ford ceo mulally sees continued china sales growth	b
1276	european stocks rise as gold declines with bonds; ruble gains	b
1277	lessons from my mother -- as a mixtape	e
1278	airbnb set to challenge new york rental probe subpoena	b
1279	hispanic dads at a higher risk of depression after first child	m
1280	update 3-us author, poet maya angelou dies at 86	e
1281	european shares start month with aplomb, bnp paribas buoyant	b
1282	alexa ray joel collapses on stage after announcing she's taken ill, is  ...	e
1283	a guide to spring gardening, for allergy-sufferers	m
1284	fiat-chrysler does not need to sell assets to fund plan - ceo	b
1285	it's okay bruce, this daughter is covered up! tallulah willis keeps low profile after  ...	e
1286	column-was barclays the problem, or was it the business model?: james saft	b
1287	mcdonald's is giving away coffee so you don't go to taco bell	b
1288	judge skewers jc penney for 'colossal and abject' failure	b
1289	box unveils tools for developers to build on its cloud services	t
1290	update 4-big broadcasters vanquish upstart aereo at us supreme court	t
1291	dollar down vs. yen, swiss franc as ukraine tensions feed safety bid	b
1292	ruby dee dead: legendary actress and civil rights activist dies at 91	e
1293	working 9 to 5: hundreds of volunteers sift through mountains of debris as  ...	e
1294	canada stocks-tsx climbs as fed reassures markets	b
1295	france secures alstom stake option ahead of ge tie-up	b
1296	table-us april durable goods orders rise 0.8 pct	b
1297	mischa barton stuns in flattering black dress	e
1298	update 2-us fcc looking into slow internet download speeds	t
1299	update 1-at&t ceo says directv to negotiate nfl deal independently	b
1300	sarah vine: adhd and why we working mums need to look in the mirror	m
1301	mitsubishi offering to buy about 10% alstom stake, nikkei says	b
1302	microsoft ceo nadella touts new opportunities to lead	t
1303	coldwater creek wins approval of loan to fund liquidation (1)	b
1304	teens can't stop using facebook even though they hate it	t
1305	"yellen says making ""very meaningful"" progress in us jobs market"	b
1306	sbarro files second bankruptcy as mall traffic dwindles (1)	b
1307	mom turns herself into 'human speed bump' to save her kids in rolling car	m
1308	maya angelou dead: award-winning poet, author and activist dies at 86	e
1309	update 1-canadian auto sales set monthly record in may	b
1310	update 1-spanish yields hit record lows on ecb's easing signals	b
1311	pharrell, alsina, nyong'o early winners at bet awards	e
1312	the surprising truth behind what it takes to become a 'jeopardy!' contestant	e
1313	kentuckians hate kynect a lot less than obamacare	b
1314	refile-update 3-priceline adds opentable to its menu for $2.6 bln	b
1315	low rates may spark reckless borrowing, admits carney: bank chief says he is  ...	b
1316	forex-dollar gains on data, nz dollar hits over 2-1/2-year high	b
1317	federal agents just brought down the world's worst botnet	t
1318	working-age men in new mexico are most likely to drink themselves to death  ...	m
1319	forex-euro struggles after ecb officials reopen easing debate; yen slips	b
1320	update 1-nowotny sees no immediate need for ecb to act	b
1321	update 1-adobe results beat estimates on strong subscription growth	b
1322	argentina tests us court order by posting interest payment	b
1323	miley cyrus obtains temporary restraining order against man who 'believes the  ...	e
1324	10 things to know for today - 27 june 2014	e
1325	did jesus die singing?	e
1326	thailand's tourists ask 'what coup?'	e
1327	fried foods' effects may be greater in people with obesity genes	m
1328	in hillshire bidding war, a play for meat-eating home cooks	b
1329	hong kong h-shares down on weaker china financial sector	b
1330	mellie grant is the unsung antihero of 'scandal'	e
1331	ken loach and mike leigh both nominated at cannes film festival 2014	e
1332	gazprom siberia pipe plans to boost china-europe gas competition	b
1333	australia shares seen falling on iron ore, offshore losses	b
1334	forex-euro back around $1.37 as ecb meets again	b
1335	update 1-medtronic deal draws washington scrutiny of tax relocations	b
1336	saudi health ministry recommends some restrictions on pilgrims	m
1337	beyonce tops forbes' celebrity 100 list	e
1338	the top films at the north american box office	e
1339	update 2-morgan stanley profit soars on wealth management, trading	b
1340	update 2-mcdonald's us sales continue to struggle in february	b
1341	kris jenner 'seething' at kim and kanye's refusal to sell wedding snaps which  ...	e
1342	how rob thomas introduced 'veronica mars' at sxsw	e
1343	divergent book allegiant will be split into two movies, lionsgate announces	e
1344	motor racing-probe into theft of schumacher medical records	m
1345	wall st. cuts gains as tech stocks reverse course	b
1346	update 2-red hat raises revenue forecast on strong subscription growth	t
1347	treasuries-prices ease after early ukraine gains	b
1348	siemens challenges ge with 14.2 billion-euro alstom bid	b
1349	barclays axes 19000 jobs including 7000 investment bankers	b
1350	how peaches geldof never got over losing mother paula yates at 11	e
1351	update 1-us mers patient did not infect illinois resident: cdc	m
1352	putin in vienna amid diplomatic push to deter sanctions	b
1353	big blue veteran leads apple-samsung patent jury	t
1354	nowotny sees no immediate need for ecb to act	b
1355	ebay settles icahn proxy fight, adds independent director (3)	b
1356	'divergent' author veronica roth on the upcoming film adaptation	e
1357	ebola victims face 90% death risk as possible treatments emerge	m
1358	us stocks-dow, s&p 500 erase losses after ism correction	b
1359	'whale buffet' in japan as whaling supporters vow to defy world court ruling	t
1360	arnold schwarzenegger re-enacts famous lines in qvc spoof on jimmy fallon	e
1361	harley goes electric in the race for new motorcycle riders	t
1362	us stocks-wall street to open higher, manufacturing data on tap	b
1363	us fda advisers back mannkind's inhaled diabetes drug	m
1364	yen weakens as kuroda sees modest recovery; rand slumps	b
1365	china expresses 'strong dissatisfaction' with us solar tariff	b
1366	global markets-stocks rise on us data, china; european bond yields down	b
1367	noyer says strong euro creates unwarranted economic pressure (1)	b
1368	chris brown calls karrueche tran from jail to tell her he loves her	e
1369	update 2-philips warns of challenging year after q1 profit drops	b
1370	industrial production in us increases more than forecast	b
1371	'hedwig and the angry inch' on broadway is going to be amazing	e
1372	chinese tycoon serves up free luxury lunch to hundreds of homeless in central  ...	b
1373	her heart's all aflutter! kim kardashian wears plunging butterfly dress for pre  ...	e
1374	update 2-ubs overhauls structure, offers investors extra cash	b
1375	lana del rey's west coast music video shows her as a sultry siren in flames	e
1376	this is the source of most food-related norovirus outbreaks	m
1377	'a grave moment for france': national front sweeps to victory in paris leaving  ...	b
1378	'game of thrones' director calls that controversial rape scene consensual	e
1379	president obama takes executive action for equal pay: now it's time for  ...	b
1380	mannkind wins backing from us panel for inhaled insulin (1)	m
1381	no evident risk of deflation in euro zone: italy economy minister	b
1382	filing for a tax extension? what you should know	b
1383	us drugs giant pfizer walks away from £69m takeover bid for uk pharmaceutical  ...	b
1384	update 1-china blames us for stoking tensions in s.china sea	b
1385	european may car sales up 4.3 pct as volume brands beat premiums	b
1386	grains-wheat falls, set for quarterly loss of 16 pct ahead of usda report	b
1387	maureen dowd eats some pot candy, succumbs to reefer madness	e
1388	bonds rally as argentina prepares holdout negotiations	b
1389	kocherlakota says fed intended no policy shift -wsj	b
1390	newfound earth-like planet, kepler-186f, is 'best case' for hosting life  ...	t
1391	euro zone bond yields fall after draghi flags ecb action	b
1392	whitbread leads ftse 100 gains as costa, premier beat estimates	b
1393	ryan lewis reveals his mother has been hiv positive for 30 years	m
1394	european shares edge higher as bnp paribas rebounds	b
1395	update 1-buffett's berkshire hathaway buys stake in verizon, adds to wal-mart	b
1396	update 1-entertainer rolf harris groomed 13-year-old girl for sex, court told	e
1397	jack white records, releases single in hours	e
1398	senate democrats think you deserve overtime pay	m
1399	forex-wounded dollar eyes boj, aussie slides to 2-week low	b
1400	grading the truthiness of all the michael lewis haters	b
1401	update 1-yahoo japan drops $3.2 bln plan to buy eaccess from softbank	b
1402	global markets-german ifo hits stocks, carney knocks sterling	b
1403	justin bieber all but confirms reunion with selena gomez at sxsw	e
1404	us will allow exports of condensate -wsj	b
1405	update 1-merck's grass pollen allergy drug wins us approval	m
1406	christina hendricks glows at premiere of ryan gosling's lost river	e
1407	rpt-forex-dollar's gains trimmed after us private-sector jobs data	b
1408	whole foods cuts 2014 forecasts again as competition bites	b
1409	calorie bombs in your easter basket	e
1410	new york (ap) — airline passengers might notice something missing these  ...	b
1411	jada pinkett smith slams willow smith photo 'controversy'	e
1412	kim kardashian posts gushing tribute to kendall jenner with met gala snap	e
1413	update 2-twitter names former goldman executive noto as cfo	b
1414	yellen's six months fade as she stresses policy flexibility	b
1415	us stocks-futures edge higher after selloff, but concerns remain	b
1416	while no deals are in place yet, williams and chris columbus are in talks to join  ...	e
1417	update 2-intel to make tablet chips with china's rockchip	t
1418	twitter agrees to acquire gnip to boost tools for analyzing data	t
1419	bullard predicts fed rate increase in first quarter of 2015	b
1420	precious-gold near 2-1/2 month top; softer dollar, fund inflows boost appeal	b
1421	corrected-euro zone needs low, possibly lower rates-ecb's coeure	b
1422	update 1-samsung may unveil 'watch-phone' as early as june -wsj	t
1423	uk unemployment stays at 7.2% as boe sees further pound risks	b
1424	robin thicke's new album is reportedly called 'paula' in attempt to win back  ...	e
1425	family dollar, other retailers see shoppers pull back	b
1426	spanish stocks - factors to watch on monday	b
1427	sacramento, calif. (ap) — the gloves are coming off in california kitchens.	m
1428	'dancing with the stars' cast photos show all the glitz and glam	e
1429	you'll waste your whole day on this rubik's cube google doodle	t
1430	woman hears for the first time in her life, and her reaction is pure magic  ...	m
1431	nj unemployment rate holds steady at 7.1 percent	b
1432	world health organisation warns delhi's dirty air is at 'critical' level	t
1433	update 2-us appeals court revives apple patent lawsuit against google	t
1434	britain's secret bid to 'fix' un climate report: impact on economy is ramped up	t
1435	update 2-apple again seeks decisive us court ruling against samsung	t
1436	people live longer as child mortality falls, treatments improve	m
1437	corrected-ally financial ipo to raise up to $2.66 bln	b
1438	japan military fair sees record number of gamers, recruiters (1)	b
1439	grains-corn firms after usda confirms planting delays	b
1440	young iranians arrested for dancing in 'happy' pharrell video [update]	e
1441	sheryl sandberg's bossy ban is bossy: so what?	e
1442	update 3-apple seeks decisive us court ruling against samsung	t
1443	us air force rocket buy sparks lawsuit by aspiring contender spacex	t
1444	deals of the day- mergers and acquisitions	b
1445	morgan stanley first-quarter earnings up 49 pct	b
1446	yellen says fed to have big balance sheet for some time	b
1447	global markets-asian shares up on yellen, china trade data, ukraine	b
1448	update 3-rolls-royce returns 1 billion pounds to shareholders	b
1449	wrapup 1-sturdy us manufacturing data bolster growth outlook	b
1450	fitch affirms italian city of busto arsizio at 'bbb+'; outlook negative	b
1451	un scientific panel releases report sounding alarm on climate change  ...	t
1452	airbus, safran plan satellite-launch technology venture	b
1453	south africa's numsa union says reverting to 15 pct wage demand	b
1454	refile-miners rally in favour of separatists in eastern ukraine	b
1455	'godfather' of house music dies at 59	e
1456	cargill earnings drop on us energy trading loss, rejected corn shipments	b
1457	while that's not live tv, which aereo offered, for many it's a good-enough  ...	t
1458	brad pitt displays new tattoo of rumi poem as he plays ball with matthew  ...	e
1459	rpt--chinese stocks fall on property sector concerns	b
1460	update 1-outkast goes back to 1990s hip hop at coachella reunion	e
1461	developing countries seek lower price for gilead sovaldi	m
1462	huge aquarium bursts open as diners flee from disney world restaurant	b
1463	facebook users getting option to fine-tune advertisements	t
1464	what rosario dawson wants to do with dolores huerta's life story	e
1465	diners may have been exposed to hepatitis a at la fontana in new york	m
1466	lukoil starts iraq oilfield as output reaches 35-year high (1)	b
1467	starbucks tackles another tech problem with phone-charging mats	t
1468	amazon/hachette dispute unlikely to provoke regulators, experts say	b
1469	hedge fund manager reaping fannie windfall to rival big short	b
1470	wall street remains split on twitter's prospects	b
1471	miley cyrus and the flaming lips pelted with bras during tulsa performance  ...	e
1472	'veronica mars' fans offered refunds after download issues	e
1473	mila kunis is reportedly pregnant with ashton kutcher's child	e
1474	at&t challenges google in north carolina with fast web plans (2)	t
1475	rare gorilla caesarean birth captured on video	m
1476	kylie minogue is showered with kisses from domenico dolce	e
1477	orders for durable goods poured into us factories in march	b
1478	update 1-rare t.rex sets off from montana on road trip bound for smithsonian	t
1479	france in push to buy bouygues' alstom stake ahead of ge deadline	b
1480	weir proposes merger with finland's metso to reduce expenses (2)	b
1481	asian stocks are little changed as hong kong gauge slumps	b
1482	un peace envoy criticizes israeli easter security in jerusalem	e
1483	facebook went down worldwide 'for a brief period of time' overnight	t
1484	how john travolta made up to idina menzel for flubbing her name at the oscars	e
1485	china mobile earnings drop most since 1999 on costs, wechat (3)	b
1486	how wal-mart's winter hangover helped its small-box strategy	b
1487	update 4-france tells ge and siemens: alstom proposals still not good enough	b
1488	23-year-old woman in a coma after undergoing wisdom teeth removal	m
1489	why this beloved character didn't make it in 'veronica mars'	e
1490	ohio senate panel approves compromise on tesla direct sales (2)	b
1491	update 1-fbi investigating high-speed trading outfits	b
1492	"update 1-argentina says no preparations for ""possible"" trip to us in bond spat"	b
1493	china manufacturing index little changed in march	b
1494	update 3-qualcomm's quarterly revenue growth dwindles, shares fall	b
1495	us-russian relations and the international space station	t
1496	update 1-cisco joins cloud computing race with $1 bln plan	t
1497	update 3-google misses revenue target, ad prices slide	b
1498	danica mckellar arrives at dancing with the stars rehearsal in back brace	e
1499	squeeze on earning power as workers' wages continue to fall behind inflation  ...	b
1500	euro zone shares rise as ecb's draghi opens door to june move	b
1501	corrected-update 3-ebay says client information stolen in hacking attack	t
1502	what is conscious uncoupling? don't call it a divorce...it's an 'expanding family  ...	e
1503	stocks climb with bonds as emerging currencies advance	b
1504	update 1-gsk recalls weight-loss drug alli in us on tampering concerns	m
1505	akb48 attacked: saw-wielding man reportedly slashes 2 members of  ...	e
1506	google glass launches in the uk: explorer scheme is now open to british adults  ...	t
1507	ruby dee leaves us with wise words to live by	e
1508	us stocks snapshot-s&p posts biggest 3-day decline since late jan	b
1509	facebook acquires fitness tracking mobile app moves	t
1510	fed decision day guide, from dot plots to exit strategy	b
1511	us airways investigating pornographic toy airplane tweet	e
1512	htc debuts flagship smartphone in race against samsung	t
1513	update 2-lexicon pharma's diabetes drug successful in mid-stage study	m
1514	forex-dollar reeling from fed hit; swedish crown down sharply	b
1515	ed speleers and jesse plemons 'compete to be jedi apprentice in star wars  ...	e
1516	topless woman goes on rampage in florida mcdonald's	m
1517	dedicated allegiance to the brand! kristen stewart teams scruffy midriff-bearing  ...	e
1518	stop monkeying around! san francisco cracks down on monkey app that allows  ...	b
1519	jpmorgan drops after profit misses analysts' estimates	b
1520	ruby dee dies aged 91 at new york home surrounded by her loved ones	e
1521	how 'how i met your mother' should have ended, according to us	e
1522	markit us factory index fell to 55.4 in april from 55.5	b
1523	china shares close up as weak manufacturing surveys spur stimulus hopes	b
1524	update 1-saudi arabia finds another 32 mers cases as disease spreads	m
1525	global markets-stocks rise on upbeat us data, euro falls	b
1526	how do humans smell? better than expected (or we would, if it weren't for  ...	m
1527	planned parenthood appeals arizona abortion restrictions	m
1528	corn futures enter bull market as us supply seen tightening	b
1529	general motors ceo mary barra weeps as she meets relatives of those killed in  ...	t
1530	italian yields decline to records amid hunt for ecb policy hints	b
1531	gm defeats consumer court bid to force recall cars to be parked	b
1532	is apple shifting tactics to take on samsung? firm launches 'cut-price' version of  ...	t
1533	you really can be nagged to death! 'excessive demands' from partners can  ...	m
1534	update 1-citi to settle legacy securities claims, incur $100 mln charge	b
1535	katie couric and laurie david are fed up: you are what you eat	e
1536	update 3-swiss, uk watchdogs step up scrutiny on forex traders	b
1537	update 1-sandwich chain quiznos files for bankruptcy protection	b
1538	jpmorgan chase earns 19 percent less to start the year	b
1539	update 1-china's agbank fortifies bad loan provisions, sees slowest profit growth	b
1540	noah overtakes divergent to steal box office top spot with $44m in sales	e
1541	ptc therapeutics surges on eu panel opinion	m
1542	lindsay lohan slips into a wedding dress for 2 broke girls with kat dennings	e
1543	wounded ukrainian mayor 'stable' in israeli hospital	b
1544	precious-gold off 1-month low, but us rate hike fears cap gains	b
1545	jay z and beyoncé show justin bieber's mugshot on stage	e
1546	america ferrera is suitably stylish at nickelodeon kids choice awards	e
1547	ally financial ipo to generate up to $2.7 billion for us (1)	b
1548	fonda joins tomlin in netflix comedy 'grace and frankie' (2)	e
1549	study to test 'chocolate pills' for heart health	m
1550	kristen bell gets barraged by outrageous movie pitches from 2dayfm's sophie  ...	e
1551	ecb's noyer says 'not happy' with euro's rise	b
1552	update 3-japan approves energy plan reinstating nuclear power	b
1553	shire says holders deserve higher as abbvie eyes offer	b
1554	tori spelling breaks her silence on husband's dean mcdermott's affair	e
1555	"update 1-stallone's ""arthritic"" action heroes roll their tanks through cannes"	e
1556	netflix ceo slams web companies over net neutrality	t
1557	diane sawyer replaced as 'world news' host by david muir	e
1558	grains-corn, soybeans hit multi-month highs on us stocks data	b
1559	uk inflation hits new four-year low in february, house prices up sharply	b
1560	global markets-asian shares wither as iraq crisis dims mood	b
1561	baker hughes plans to disclose all chemicals used in fracking	b
1562	wisconsin energy to buy integrys to expand in us midwest	b
1563	in defense of juan pablo	e
1564	update 4-deutsche bank to raise $11 bln with help from qatar	b
1565	numericable sees sfr synergies in 2014; criticises bouygues bid	b
1566	top oil market news: wti rebounds as cushing stockpiles shrink	b
1567	lady gaga dons long white wig as she emerges from siriusxm radio show	e
1568	mers remains concern before haj, but surge in saudi cases is abating	m
1569	etihad says agreed principal terms to buy 49 pct of alitalia	b
1570	air traffic controllers still face schedules that can cause fatigue	m
1571	update 1-us soul singer bobby womack dies at age 70 -publicist	e
1572	update 5-us judge accepts sac guilty plea, approves $1.2 bln deal	b
1573	girls' fight ends with shovel to the head (video)	e
